Rough_ID,Rough_Weight_ct,Shape,Length_mm,Width_mm,Height_mm,Color,Clarity,Crack_Level,Cut_Type,Final_Weight_ct
R04061,0.85,Pear,5.3,5.01,3.81,G,IF,Low,Step,0.34
R04062,1.44,Cushion,6.84,6,4.46,I,VVS1,Low,Brilliant,0.66
R04063,0.97,Pear,5.95,5.52,4.05,D,VS2,High,Mixed,0.4
R04064,4.21,Oval,9.66,8.75,6.81,I,VVS1,Low,Mixed,1.53
R04065,0.49,Round,5.01,4.95,3.45,G,VVS1,Low,Step,0.23
R04066,1.81,Oval,7.18,6.14,5.03,F,VS1,Low,Brilliant,0.86
R04067,4.34,Round,10.03,9.23,8.25,J,SI2,Medium,Step,1.92
R04068,1.88,Princess,7.11,6.98,4.6,J,VS2,Low,Mixed,0.68
R04069,2.85,Cushion,8.58,8.58,5.55,D,VS2,Medium,Step,1.31
R04070,2.93,Emerald,8.85,7.95,5.89,J,VS1,Medium,Brilliant,1.27
R04071,2.49,Pear,8.57,7.6,5.9,I,VVS1,Low,Step,1.04
R04072,4.27,Princess,9.65,9.03,7.2,D,SI2,Low,Brilliant,1.92
R04073,3.52,Oval,8.92,8.91,7.11,H,SI1,Medium,Mixed,1.36
R04074,0.43,Cushion,4.11,4.07,3.19,F,VVS1,Low,Step,0.16
R04075,2.73,Princess,8.23,7.47,4.52,G,VS1,Low,Brilliant,1.29
R04076,0.62,Cushion,5.06,4.46,3.41,E,VVS2,High,Mixed,0.18
R04077,1.78,Pear,6.86,6.74,5.63,I,VS2,Low,Step,0.86
R04078,0.33,Emerald,3.98,3.57,2.36,G,VVS2,Medium,Mixed,0.14
R04079,3.25,Emerald,8.53,7.92,6.82,D,VVS2,Low,Brilliant,1.43
R04080,4.05,Round,9.92,9.04,6.55,F,VS1,Low,Mixed,1.98
R04081,1.44,Princess,6.73,5.75,5.06,E,VS1,Medium,Mixed,0.57
R04082,4.42,Oval,9.9,8.65,5.94,G,IF,Low,Step,1.94
R04083,1.43,Pear,7.13,6.52,4.29,E,IF,Medium,Step,0.6
R04084,2.93,Round,8.77,8.11,7.24,G,VS1,Medium,Brilliant,1.09
R04085,1.24,Princess,6.34,5.71,4.13,H,VVS2,Low,Step,0.55
R04086,3.99,Emerald,9.75,9.39,6.56,J,SI1,Medium,Mixed,1.75
R04087,4.48,Emerald,9.87,9.37,6.62,J,SI2,Low,Mixed,2.19
R04088,2.81,Princess,8.58,7.94,4.92,H,VS1,Low,Brilliant,1.24
R04089,1.29,Round,6.52,5.83,4.13,E,VVS2,Medium,Brilliant,0.58
R04090,0.38,Pear,4.13,3.74,3.13,E,IF,High,Step,0.12
R04091,2.08,Emerald,7.68,6.66,5.53,G,VS1,Low,Brilliant,0.9
R04092,1.39,Princess,6.48,6.19,4.53,F,VS2,Low,Step,0.66
R04093,0.46,Pear,4.77,4.47,2.86,H,SI1,Low,Brilliant,0.18
R04094,4.66,Emerald,9.91,9.33,6.46,I,SI2,Low,Mixed,1.97
R04095,4.17,Cushion,10.1,9.98,6.66,F,VS1,Low,Brilliant,1.72
R04096,4.39,Emerald,9.63,8.66,6.52,E,VVS1,Low,Step,2.07
R04097,0.6,Pear,5.32,4.76,3.77,I,SI2,Low,Mixed,0.26
R04098,2.21,Oval,8.02,7.62,4.65,H,SI1,Medium,Mixed,0.99
R04099,0.39,Cushion,4.59,4.5,3.68,I,VVS1,Low,Step,0.15
R04100,0.79,Cushion,5.06,4.74,3,E,IF,Low,Step,0.33
R04101,4.18,Pear,10.12,9.36,5.94,D,VVS1,High,Brilliant,1.28
R04102,1.38,Round,6.81,6.09,4.76,D,VS1,Low,Step,0.65
R04103,1.83,Princess,7.77,7.05,4.55,E,VS1,Low,Brilliant,0.86
R04104,0.9,Pear,5.7,5.27,3.79,F,VS1,Medium,Mixed,0.31
R04105,3.3,Pear,9.37,8.65,6.13,H,SI2,Low,Step,1.38
R04106,0.86,Cushion,6.11,5.79,3.63,D,VVS2,Medium,Brilliant,0.39
R04107,2.1,Cushion,8.13,7.01,5.96,F,IF,Low,Step,0.97
R04108,1.53,Emerald,6.52,5.72,3.88,E,VS2,Medium,Step,0.62
R04109,3.77,Round,9.12,9.1,6.16,J,VVS1,Medium,Mixed,1.44
R04110,4.14,Pear,9.69,8.61,6.47,J,VVS1,Low,Step,1.74
R04111,1.46,Round,6.7,6.02,3.91,I,SI2,Medium,Step,0.57
R04112,1.62,Oval,7.22,6.47,4.39,G,SI1,Medium,Brilliant,0.72
R04113,1.19,Cushion,6.05,5.28,3.73,I,VVS1,Low,Brilliant,0.56
R04114,1.28,Emerald,6.27,5.45,4.39,F,VVS2,Low,Brilliant,0.63
R04115,4.39,Pear,9.95,9.61,8.26,H,SI1,Low,Brilliant,1.96
R04116,2.7,Round,8.13,7.98,7,E,VS1,Low,Brilliant,1.24
R04117,1.27,Emerald,6.03,5.73,4.57,J,VVS1,Low,Brilliant,0.49
R04118,2.21,Emerald,7.47,6.63,4.29,G,VS1,Low,Step,0.97
R04119,2.34,Cushion,8.08,7.97,6.68,H,VS1,Low,Mixed,0.95
R04120,3.62,Oval,9.47,8.88,5.73,J,IF,Low,Brilliant,1.48
R04121,2.26,Pear,7.72,7.59,4.91,F,SI1,Medium,Mixed,0.9
R04122,4.83,Pear,9.65,9.2,6.15,E,SI2,Low,Brilliant,2.06
R04123,0.45,Cushion,4.17,3.62,2.95,H,IF,Low,Step,0.21
R04124,1.44,Princess,6.32,5.57,4.48,J,SI1,Low,Mixed,0.7
R04125,0.75,Pear,4.97,4.52,3.09,D,SI2,Low,Brilliant,0.34
R04126,4.4,Oval,9.55,8.87,7.17,D,IF,Medium,Step,1.8
R04127,1.6,Oval,7.4,7.28,5.6,F,SI2,High,Brilliant,0.6
R04128,4.34,Oval,9.87,8.51,6.83,E,SI1,Low,Step,1.8
R04129,1.96,Cushion,7.3,6.25,4.01,H,SI1,Low,Mixed,0.91
R04130,0.92,Cushion,6.27,6.23,3.93,I,IF,Low,Brilliant,0.36
R04131,1.89,Cushion,7.87,6.84,4.23,J,VS2,Low,Mixed,0.87
R04132,2.63,Pear,8.43,7.66,6.23,G,SI1,Low,Step,1.1
R04133,1.16,Cushion,6.76,6.28,4.56,H,IF,Low,Step,0.5
R04134,2.92,Oval,8.89,8.8,5.58,D,VS2,Low,Mixed,1.41
R04135,4.88,Oval,9.76,8.71,5.74,D,IF,Low,Step,2.48
R04136,4.27,Emerald,9.97,9.06,6.52,F,VS1,Low,Step,1.85
R04137,2.71,Oval,8.19,7.76,6.11,D,VVS1,Low,Brilliant,1.12
R04138,2.47,Oval,8.14,8.01,7.06,E,VS2,Low,Step,1
R04139,3.45,Emerald,8.74,8.44,5.71,E,VS2,Low,Mixed,1.47
R04140,4.77,Pear,10.49,9.69,8.38,G,SI2,Low,Step,2.33
R04141,2,Emerald,7.33,6.83,4.22,F,SI2,Medium,Step,0.76
R04142,1.32,Emerald,6.49,6.1,4.62,I,VVS2,Medium,Mixed,0.55
R04143,0.38,Emerald,4.68,4.21,2.83,G,SI1,Low,Step,0.19
R04144,4.86,Round,10.28,8.82,5.79,J,VVS1,Medium,Step,2.18
R04145,4.96,Emerald,10.44,8.88,5.84,G,VS2,Low,Step,2.03
R04146,1.54,Oval,6.54,5.64,4.07,F,VVS1,Medium,Brilliant,0.61
R04147,4.29,Round,9.68,9.66,8.14,G,SI1,Low,Step,1.82
R04148,0.91,Pear,5.7,5.56,3.71,E,VVS1,Low,Brilliant,0.43
R04149,0.34,Emerald,4.16,3.97,2.53,F,IF,Low,Step,0.15
R04150,3.88,Round,9.53,9.01,6.38,D,SI2,Low,Step,1.47
R04151,2.24,Princess,7.79,7.57,5.99,H,VVS2,Medium,Brilliant,0.79
R04152,2.52,Emerald,8.1,7.32,4.97,E,SI2,Medium,Mixed,1.18
R04153,3.98,Oval,9.38,9.37,5.77,F,VS2,Low,Brilliant,1.76
R04154,4.84,Princess,10.02,9.19,6.74,G,IF,Medium,Step,1.97
R04155,1.88,Cushion,7.06,6.76,5.81,I,SI2,High,Mixed,0.59
R04156,3.91,Emerald,9.12,9.1,6.32,J,VS2,High,Mixed,1.39
R04157,4.09,Princess,9.21,8.96,6.86,J,IF,Low,Brilliant,1.57
R04158,0.61,Princess,4.75,4.22,2.73,F,VS1,Medium,Step,0.25
R04159,1.32,Emerald,7,6.93,5.08,F,IF,Low,Mixed,0.5
R04160,4.49,Round,9.4,8.57,6.68,H,VVS2,High,Step,1.75
R04161,3.78,Cushion,8.85,7.86,6.82,G,IF,High,Step,1.51
R04162,0.44,Pear,4.17,3.95,2.41,E,SI2,Medium,Brilliant,0.19
R04163,3.42,Princess,9.06,8.83,5.53,G,VS2,Low,Step,1.62
R04164,1.98,Emerald,7.87,7,4.26,I,VVS2,Low,Step,0.77
R04165,4.32,Princess,10.05,9.63,7.83,D,IF,Low,Step,1.62
R04166,4.39,Round,9.53,9.19,5.99,F,VS1,Medium,Step,1.53
R04167,4.42,Round,10.01,9.92,6.38,I,VS1,Low,Step,2.03
R04168,0.89,Pear,5.34,4.6,4.03,J,VVS2,Low,Brilliant,0.42
R04169,3.25,Round,8.73,7.62,5.21,J,SI2,Low,Step,1.43
R04170,1.65,Princess,6.85,6.02,5.28,H,SI2,High,Step,0.57
R04171,0.34,Cushion,3.72,3.34,2.83,I,IF,Low,Brilliant,0.14
R04172,3.32,Round,8.74,7.99,6.91,G,VS2,Medium,Mixed,1.26
R04173,4.28,Cushion,9.29,8.57,6.24,D,IF,Medium,Mixed,1.69
R04174,4.06,Princess,9.6,9.58,6.54,I,VVS2,Medium,Step,1.51
R04175,1.74,Pear,7.21,6.39,5.18,G,VVS1,High,Step,0.57
R04176,3.87,Princess,9.4,8.12,5.91,J,VVS1,Low,Brilliant,1.45
R04177,3.43,Pear,9.39,8.66,7.44,E,VS1,Low,Brilliant,1.75
R04178,0.69,Emerald,5.55,5.15,4.05,D,SI1,Low,Mixed,0.3
R04179,1.98,Pear,7.6,6.83,5.71,E,VS2,Low,Brilliant,0.9
R04180,2.79,Pear,8.39,7.32,5.27,H,SI1,Low,Brilliant,1.35
R04181,1.65,Emerald,7.02,6.64,4.16,I,SI1,Medium,Mixed,0.76
R04182,4.2,Pear,9.97,8.74,6.52,H,SI1,Medium,Mixed,1.58
R04183,3.38,Round,8.9,8.63,5.41,G,VS2,Low,Step,1.44
R04184,3.13,Oval,9.15,7.98,6.77,F,VS1,Low,Step,1.22
R04185,2.64,Cushion,8.14,7.93,6.44,D,VS1,Low,Brilliant,1.21
R04186,3.54,Emerald,9.34,9.28,6.3,I,VS1,Low,Brilliant,1.7
R04187,0.98,Emerald,5.78,5.34,4.32,F,SI1,Low,Brilliant,0.4
R04188,0.36,Pear,4.02,3.44,2.68,G,IF,Low,Mixed,0.16
R04189,3.63,Emerald,9.01,8.12,7.25,J,SI2,Low,Step,1.5
R04190,1.36,Emerald,7.02,6.64,5.79,I,VS2,Low,Step,0.59
R04191,2.62,Oval,8.57,8.19,5.46,G,VS2,Medium,Step,1.17
R04192,2.43,Pear,7.79,7.46,4.7,E,IF,Medium,Brilliant,1.07
R04193,1.81,Cushion,6.91,6.79,4.22,F,VVS1,Low,Step,0.85
R04194,4.74,Princess,10.26,9,6.1,I,SI1,Low,Brilliant,1.99
R04195,1.1,Oval,5.83,5.59,3.66,H,SI2,High,Step,0.4
R04196,4.47,Oval,10.24,9.43,8.32,H,SI2,Medium,Brilliant,1.68
R04197,1.47,Pear,6.33,5.88,4.15,E,IF,High,Brilliant,0.58
R04198,4.76,Pear,9.7,9.43,7.75,D,VS2,Low,Mixed,2.03
R04199,1.28,Emerald,6.08,5.27,3.53,H,VS2,Medium,Mixed,0.54
R04200,4,Emerald,9.83,9.15,6.03,J,VVS1,Low,Mixed,1.61
R04201,0.88,Princess,5.47,4.82,2.98,J,VVS2,Low,Step,0.4
R04202,1.75,Princess,7.17,6.62,5.93,F,SI1,Low,Mixed,0.84
R04203,2.74,Round,8.75,8.64,6.61,I,VS2,Medium,Brilliant,1.05
R04204,2.95,Pear,8.85,8.21,5.72,F,VS1,High,Step,0.93
R04205,3.08,Round,8.78,7.68,5.39,F,VS1,Medium,Step,1.33
R04206,0.77,Cushion,5.88,5.71,3.83,G,VS1,Low,Mixed,0.3
R04207,4.49,Round,9.46,9.3,7.53,H,SI2,Medium,Brilliant,1.99
R04208,3.68,Round,9.46,9.46,8.48,H,VVS1,Low,Step,1.45
R04209,1.27,Cushion,6.11,5.37,4.33,D,SI2,Low,Brilliant,0.54
R04210,2.58,Round,8.36,7.37,5.34,D,VVS2,Low,Step,1.18
R04211,2.73,Emerald,7.93,6.91,4.35,F,VVS1,Medium,Step,1.15
R04212,2.33,Cushion,7.72,7.12,4.59,F,SI2,High,Brilliant,0.92
R04213,3.01,Pear,8.77,7.9,6.85,I,IF,Medium,Brilliant,1.05
R04214,0.41,Pear,4.41,3.85,3.35,J,SI1,Low,Mixed,0.18
R04215,0.41,Pear,4.19,4,3.24,H,SI2,High,Step,0.15
R04216,2.84,Cushion,8.8,8.71,5.91,I,SI1,Low,Mixed,1.08
R04217,2.83,Round,8.07,7.74,5.26,I,VVS2,Low,Brilliant,1.32
R04218,4.88,Round,10.6,10.48,8.38,H,SI2,Low,Brilliant,1.82
R04219,0.53,Round,5.08,4.81,4.04,D,IF,Medium,Brilliant,0.2
R04220,4.46,Cushion,10.24,8.82,7.6,I,VS1,Medium,Brilliant,1.79
R04221,2.98,Round,8.98,8.69,5.92,D,IF,Low,Brilliant,1.28
R04222,4.48,Pear,9.43,8.43,6.1,J,VVS1,Low,Step,1.97
R04223,3.74,Pear,9.35,8.57,5.58,H,VS2,Low,Brilliant,1.39
R04224,4.34,Round,9.68,8.42,6.17,I,VS1,Low,Mixed,2.11
R04225,1.86,Cushion,6.96,6.95,4.4,F,VVS1,Medium,Mixed,0.66
R04226,3.39,Round,8.57,8.15,5.79,F,IF,Medium,Step,1.45
R04227,4.38,Cushion,10.25,8.82,6.61,J,VS1,Medium,Mixed,1.73
R04228,3.41,Oval,9.41,9.15,7.78,J,SI2,Medium,Brilliant,1.34
R04229,3.59,Round,8.81,8.09,6,G,VS2,Low,Step,1.39
R04230,4.63,Oval,9.78,9.18,6.29,F,SI1,High,Step,1.59
R04231,0.69,Oval,5.47,4.84,3.64,J,VS1,Low,Mixed,0.32
R04232,0.9,Emerald,6.23,5.93,4.05,E,SI2,High,Mixed,0.31
R04233,2.45,Pear,8.31,8.28,5.2,H,VVS2,High,Brilliant,0.96
R04234,4.48,Cushion,9.97,8.94,6.28,E,SI2,Medium,Mixed,1.85
R04235,1.03,Cushion,6.31,5.89,5.02,J,VVS1,Low,Step,0.5
R04236,2.17,Oval,7.91,7.68,5.57,G,VS2,Medium,Brilliant,0.89
R04237,1.81,Cushion,7.09,6.18,3.91,E,SI2,Medium,Mixed,0.76
R04238,2.99,Round,8.45,7.73,5.7,I,VS2,Medium,Brilliant,1.24
R04239,3.07,Emerald,8.82,8.68,5.63,H,VVS1,Low,Brilliant,1.32
R04240,2.41,Cushion,8.41,7.77,6.83,F,VS2,Low,Brilliant,1.13
R04241,0.42,Emerald,4.37,4.14,3.4,I,SI2,Medium,Step,0.16
R04242,2.58,Round,8.39,8.21,6.86,F,IF,High,Step,0.8
R04243,4.08,Emerald,9.93,9.14,8.02,D,SI1,High,Brilliant,1.28
R04244,1.99,Pear,8.01,7.12,4.87,H,VVS2,Medium,Step,0.75
R04245,4.12,Emerald,9.25,8.4,6.63,H,VVS2,Low,Step,1.57
R04246,1.88,Princess,7.24,6.88,5.11,I,VVS2,Medium,Brilliant,0.79
R04247,0.32,Emerald,4.51,4.06,3.65,G,VVS1,High,Step,0.11
R04248,4.66,Princess,9.99,9.28,7.54,I,VS2,Low,Mixed,1.99
R04249,2.64,Cushion,8.74,8.16,7.32,J,VS1,Medium,Brilliant,1.05
R04250,1.4,Cushion,7.14,6.94,5.29,I,VVS2,Medium,Step,0.49
R04251,2.84,Princess,8.64,8.34,7.41,D,IF,High,Step,1.08
R04252,3.13,Emerald,8.67,7.5,5.3,H,VVS2,Low,Brilliant,1.24
R04253,1.61,Emerald,6.64,6.63,5.1,G,VS2,Low,Step,0.74
R04254,0.4,Cushion,4.76,4.38,2.86,H,IF,Low,Step,0.19
R04255,2.31,Round,7.91,6.8,5.35,D,VS2,Low,Brilliant,1.03
R04256,1.22,Cushion,6.67,6.42,5.44,F,VVS1,Low,Brilliant,0.56
R04257,4.21,Pear,9.62,9.42,6.15,D,IF,Low,Mixed,1.85
R04258,2.08,Pear,7.74,6.99,5.47,J,VVS2,Low,Step,0.88
R04259,4.54,Round,9.47,8.15,5.15,F,VS1,Low,Step,1.75
R04260,3.07,Emerald,8.32,7.17,4.61,D,VVS2,Low,Mixed,1.37
R04261,4.77,Princess,10.58,10.07,7.99,J,VVS1,Low,Mixed,2.05
R04262,3.48,Oval,9.31,8.41,7.22,H,VS2,Medium,Step,1.44
R04263,2.11,Emerald,7.67,7.07,4.89,E,IF,Medium,Mixed,0.88
R04264,1.14,Round,6.22,6.02,4.85,G,VVS1,High,Step,0.42
R04265,0.52,Emerald,5.17,4.67,3.02,I,VVS2,Medium,Mixed,0.23
R04266,3.94,Cushion,9.49,9.05,5.82,H,VVS1,Medium,Mixed,1.44
R04267,2.7,Pear,8.52,7.97,5.42,G,VS1,Low,Brilliant,1.25
R04268,2.68,Cushion,8.31,7.68,5.85,G,SI1,Low,Brilliant,1.2
R04269,3.1,Emerald,9.11,9.05,6.46,F,VS1,Medium,Brilliant,1.36
R04270,0.65,Cushion,5.21,4.54,3.11,J,IF,Low,Mixed,0.25
R04271,0.62,Oval,5.21,5.06,3.41,G,VVS2,Low,Step,0.29
R04272,2.79,Oval,8.05,7.59,5.06,F,VVS1,Low,Brilliant,1.35
R04273,3.41,Oval,8.56,7.42,5.17,D,SI2,Low,Brilliant,1.52
R04274,2.54,Oval,8.38,8.03,6.54,D,VS1,Medium,Step,1.06
R04275,2.25,Emerald,7.39,6.84,4.58,J,VS1,High,Brilliant,0.79
R04276,2.43,Round,7.8,7.33,6.18,D,SI1,Low,Step,0.92
R04277,2.96,Oval,8.53,7.35,6.17,I,SI1,Medium,Step,1.29
R04278,0.37,Cushion,3.81,3.28,2.48,G,IF,Low,Brilliant,0.15
R04279,4.6,Princess,9.79,8.45,7.48,J,VS1,Low,Brilliant,1.91
R04280,0.6,Round,5.12,5.01,4.5,F,SI1,High,Brilliant,0.24
R04281,4.64,Oval,10.22,9.56,6.68,G,VS1,Low,Mixed,1.76
R04282,3.97,Cushion,9.8,9.36,6.39,G,IF,Low,Step,1.65
R04283,1.51,Princess,6.89,6.78,4.83,E,VVS1,Low,Step,0.75
R04284,2.18,Cushion,7.54,6.47,5.03,J,IF,Medium,Mixed,0.84
R04285,3.87,Round,9.26,8.23,5.2,J,IF,Low,Step,1.52
R04286,2.94,Cushion,8.92,7.71,4.75,I,SI2,Low,Step,1.4
R04287,1.96,Princess,7.5,7,5.04,D,VVS2,Low,Step,0.73
R04288,3.75,Princess,8.91,7.97,7.13,J,VVS1,Low,Mixed,1.35
R04289,2.2,Princess,8.09,6.9,5.26,J,IF,Low,Brilliant,1.04
R04290,2.36,Pear,8,7.3,6.07,G,IF,Low,Step,1.12
R04291,0.97,Round,5.5,5.27,4.21,G,VS1,Low,Mixed,0.39
R04292,2.83,Princess,8.43,7.18,5.23,H,VS1,High,Brilliant,1.16
R04293,3.46,Round,8.8,8.47,7.08,F,VVS2,Low,Brilliant,1.66
R04294,4.37,Cushion,10.09,9.06,5.52,F,SI2,Low,Brilliant,2.09
R04295,3.64,Princess,9.27,7.89,6.86,F,VVS2,Low,Step,1.7
R04296,2.35,Oval,8.01,7.32,5.45,I,IF,Low,Mixed,0.99
R04297,3.71,Oval,9.59,8.41,6.96,D,SI1,Low,Mixed,1.8
R04298,4.04,Oval,9.17,8.01,7.09,E,VS1,Low,Step,1.69
R04299,4.58,Round,9.74,9.28,8.06,F,VS2,Low,Mixed,2.1
R04300,4.1,Pear,9.91,9.45,7.45,J,VS2,Low,Brilliant,1.58
R04301,0.73,Cushion,5.57,4.87,4.03,D,SI1,Low,Brilliant,0.3
R04302,4.34,Cushion,9.83,8.57,6.4,J,SI1,Low,Brilliant,2.05
R04303,3.67,Princess,9.49,8.63,5.8,H,VVS2,Low,Mixed,1.71
R04304,0.8,Pear,5.19,4.75,3.39,G,SI2,Low,Step,0.37
R04305,2.85,Cushion,8.4,8.24,5.42,H,VS1,Low,Brilliant,1.33
R04306,4.65,Round,10.32,9.73,6.36,G,VS2,Low,Step,1.87
R04307,0.39,Pear,4.32,4.19,3.1,G,IF,Medium,Mixed,0.14
R04308,4.6,Cushion,10.11,9.03,5.74,G,VVS2,High,Mixed,1.67
R04309,1.68,Oval,6.92,6.88,6.11,D,SI2,Medium,Brilliant,0.59
R04310,1.6,Pear,6.58,6.29,4.36,H,SI1,Medium,Mixed,0.72
R04311,2.63,Round,7.82,6.97,5.98,F,VVS2,Low,Step,1.14
R04312,4.45,Princess,10.35,9.78,8.65,G,IF,Low,Brilliant,1.99
R04313,2.6,Oval,8.28,7.07,6.04,D,SI1,Low,Brilliant,1.24
R04314,1.81,Cushion,7.44,6.38,5.46,F,VVS2,Low,Step,0.67
R04315,1.29,Oval,6.57,6.35,4.84,H,VVS1,Low,Mixed,0.65
R04316,1.83,Pear,6.84,5.98,4.15,F,IF,Low,Step,0.77
R04317,4.26,Cushion,10.12,8.78,6.14,H,VS2,Low,Step,2.07
R04318,3.46,Emerald,9.56,8.62,7.03,I,IF,Low,Mixed,1.39
R04319,3.28,Emerald,8.5,7.26,5.99,J,IF,Low,Step,1.62
R04320,1.51,Pear,7.31,7.29,5.98,J,VVS1,Low,Brilliant,0.67
R04321,4.07,Pear,9.23,8.41,6.62,F,VS1,Medium,Brilliant,1.53
R04322,2.7,Oval,8.69,7.65,5.89,H,IF,Medium,Step,1.22
R04323,4.9,Round,10.06,8.85,7.46,E,VS1,Low,Brilliant,2.22
R04324,3.17,Oval,8.61,7.43,5.9,G,VS1,High,Mixed,1.29
R04325,1.65,Emerald,6.78,6.07,5.4,F,SI1,Medium,Step,0.73
R04326,3.56,Round,9.26,8.97,6.39,J,VS2,Low,Mixed,1.7
R04327,1.8,Pear,6.91,6.18,5.01,G,VS2,Medium,Mixed,0.59
R04328,3.02,Round,9.05,8.75,5.88,F,VVS1,Medium,Brilliant,1.31
R04329,1.43,Round,6.48,6.01,4.74,J,VVS1,Low,Step,0.62
R04330,0.43,Oval,4.75,4.51,3.38,J,SI2,Low,Mixed,0.17
R04331,4.61,Cushion,10.41,9.52,6.58,D,SI1,Medium,Brilliant,1.85
R04332,2.48,Princess,8.1,7.5,5.44,E,VS1,Low,Brilliant,1.07
R04333,2.79,Round,8.79,8.49,7.58,H,VS1,Low,Brilliant,1.11
R04334,0.74,Cushion,5.72,5.36,3.49,F,IF,Low,Mixed,0.31
R04335,3.55,Cushion,9.05,7.83,6.02,J,VVS1,Medium,Step,1.26
R04336,2.46,Pear,8.53,8.13,6.11,G,IF,Low,Brilliant,1.06
R04337,2.08,Oval,8.04,7.32,6.13,G,VS2,High,Brilliant,0.84
R04338,1.76,Round,7.61,6.89,5.26,G,VS2,Low,Brilliant,0.77
R04339,3.48,Pear,9.19,8.03,5.51,G,IF,Medium,Brilliant,1.24
R04340,0.88,Princess,5.81,5.4,3.67,I,VVS2,Low,Step,0.36
R04341,4.57,Pear,10.44,9.74,5.97,E,VVS1,High,Step,1.35
R04342,2.26,Cushion,8.17,7.61,6.66,D,VVS1,High,Brilliant,0.77
R04343,1.32,Princess,6.75,6.25,3.81,D,VVS2,Low,Mixed,0.51
R04344,3.15,Pear,8.87,8.38,5.79,D,SI2,Low,Mixed,1.32
R04345,1.29,Cushion,6.56,6.48,5.14,D,VVS1,Medium,Step,0.47
R04346,3.75,Cushion,9.7,9.01,5.47,H,SI1,Low,Brilliant,1.47
R04347,1.4,Cushion,6.95,6.12,3.81,I,VVS2,High,Step,0.59
R04348,4.92,Round,9.97,9.36,6.39,G,VS2,Low,Brilliant,2.23
R04349,2.41,Round,8.27,7.08,5.63,H,VVS2,Low,Brilliant,1.04
R04350,4.63,Princess,9.94,8.86,7.75,G,VS1,Medium,Step,1.74
R04351,2.21,Cushion,7.7,6.68,5.24,F,SI1,Low,Brilliant,1
R04352,1.79,Cushion,7.13,6.97,4.49,E,VS2,Low,Brilliant,0.8
R04353,2.99,Round,8.2,7.54,4.83,G,SI1,Low,Brilliant,1.21
R04354,0.76,Oval,5.96,5.3,3.54,H,VS1,Low,Mixed,0.3
R04355,2.83,Pear,8.21,7.27,4.66,H,VS1,Medium,Brilliant,1.11
R04356,1.03,Cushion,6.21,5.51,4.38,D,IF,Low,Brilliant,0.42
R04357,1.99,Emerald,7.42,6.61,5.07,D,SI1,High,Step,0.78
R04358,4.21,Round,9.77,8.91,6.63,D,SI1,Low,Brilliant,1.69
R04359,1,Cushion,5.93,5.81,4.98,D,VVS2,Medium,Mixed,0.38
R04360,3.98,Emerald,9.58,9.37,5.64,H,SI2,Low,Step,1.74
R04361,1.75,Princess,7.67,7.6,5.13,J,VS1,Low,Brilliant,0.71
R04362,3.38,Round,9.37,8.99,7.72,I,VVS2,Medium,Brilliant,1.19
R04363,4.16,Oval,9.28,8.81,6.74,D,VS1,High,Brilliant,1.5
R04364,1.04,Emerald,5.99,5.45,4.61,G,IF,Low,Mixed,0.5
R04365,2.8,Emerald,8.62,8.3,5.14,F,IF,Medium,Mixed,1.3
R04366,0.99,Princess,5.51,4.7,3.2,E,VVS2,High,Mixed,0.31
R04367,3.34,Round,9.23,8.42,5.41,J,VVS2,Medium,Brilliant,1.18
R04368,1.64,Pear,7.46,7.09,4.81,F,SI1,High,Mixed,0.71
R04369,4.42,Princess,9.54,9.31,8.11,H,SI1,Low,Mixed,1.88
R04370,2.62,Princess,8.09,8.01,5.26,E,SI2,Medium,Mixed,1.01
R04371,3.77,Princess,9.68,8.47,5.66,I,VVS1,Medium,Brilliant,1.49
R04372,4.58,Emerald,9.71,9.66,6.18,J,VVS2,Low,Brilliant,2.09
R04373,1.37,Cushion,6.88,6,4.86,I,SI1,Medium,Mixed,0.55
R04374,1.63,Emerald,7.27,6.5,5.57,I,SI2,High,Step,0.66
R04375,3.68,Emerald,9.68,8.93,7.47,J,VVS2,Medium,Brilliant,1.41
R04376,2.95,Pear,8.12,7.45,6.48,H,VS1,Medium,Mixed,1.32
R04377,1.67,Princess,7.6,7.16,4.65,E,IF,Low,Brilliant,0.73
R04378,2.66,Oval,8.24,7.63,6.78,F,VS2,High,Mixed,1.1
R04379,0.64,Pear,5.01,4.53,3.48,I,VVS2,Low,Brilliant,0.25
R04380,1.54,Oval,7.42,7.3,5.15,F,VVS1,Medium,Step,0.55
R04381,1.59,Oval,7.22,6.64,4.04,D,SI1,Low,Brilliant,0.59
R04382,3.08,Princess,8.84,7.9,5.5,J,VVS2,Low,Mixed,1.22
R04383,0.4,Emerald,4.39,4.39,3.59,D,SI2,Low,Brilliant,0.19
R04384,1.16,Cushion,6.11,5.33,4.75,H,VS2,Low,Mixed,0.53
R04385,1.32,Round,6.55,6.52,4.01,H,VVS2,Low,Mixed,0.67
R04386,3.69,Princess,9.41,9.31,6.66,I,SI1,Low,Brilliant,1.67
R04387,0.91,Emerald,5.65,4.93,4.37,G,IF,Medium,Step,0.41
R04388,2.71,Cushion,8.86,8.52,6.75,I,VVS2,Medium,Brilliant,1.08
R04389,3.59,Pear,9.34,8.81,6.93,F,VVS2,Low,Step,1.45
R04390,1.56,Cushion,7.33,7.12,5.44,I,VS2,High,Brilliant,0.5
R04391,2.78,Round,8.34,7.27,5.68,F,VS2,Low,Mixed,1.1
